filename,timestamp,date,top_level_role,cv_validation_fold
solar_Sun_Jun_25_10__8__39_2017_L_0.0651300049792_I_0.32291372549.jpg,2017-06-25T10:08:39,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__8__3_2017_L_0.00835993950597_I_0.280047058824.jpg,2017-06-25T10:08:03,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__8__44_2017_L_0.0651300049792_I_0.32291372549.jpg,2017-06-25T10:08:44,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__8__49_2017_L_0.0163527001124_I_0.296647058824.jpg,2017-06-25T10:08:49,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__8__54_2017_L_0.0163527001124_I_0.296647058824.jpg,2017-06-25T10:08:54,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__8__59_2017_L_6.77167273861e-05_I_0.289556862745.jpg,2017-06-25T10:08:59,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__14_2017_L_0.00786138079827_I_0.290823529412.jpg,2017-06-25T10:09:14,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__19_2017_L_0.00369043305554_I_0.292223529412.jpg,2017-06-25T10:09:19,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__24_2017_L_0.00369043305554_I_0.292223529412.jpg,2017-06-25T10:09:24,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__39_2017_L_0.00544195694927_I_0.291129411765.jpg,2017-06-25T10:09:39,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__44_2017_L_0.00544195694927_I_0.291129411765.jpg,2017-06-25T10:09:44,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__49_2017_L_0.00120394565827_I_0.286639215686.jpg,2017-06-25T10:09:49,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__4_2017_L_6.77167273861e-05_I_0.289556862745.jpg,2017-06-25T10:09:04,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__54_2017_L_0.00120394565827_I_0.286639215686.jpg,2017-06-25T10:09:54,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__59_2017_L_0.0418319362094_I_0.287705882353.jpg,2017-06-25T10:09:59,2017-06-25,cp_calibration,
solar_Sun_Jun_25_10__9__9_2017_L_0.00786138079827_I_0.290823529412.jpg,2017-06-25T10:09:09,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__0__11_2017_L_0.0135090178932_I_0.330062745098.jpg,2017-06-25T11:00:11,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__0__16_2017_L_0.0135090178932_I_0.330062745098.jpg,2017-06-25T11:00:16,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__0__1_2017_L_0.00937879565745_I_0.313180392157.jpg,2017-06-25T11:00:01,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__0__52_2017_L_0.00677194256608_I_0.39957254902.jpg,2017-06-25T11:00:52,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__0__57_2017_L_0.00677194256608_I_0.39957254902.jpg,2017-06-25T11:00:57,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__0__6_2017_L_0.00937879565745_I_0.313180392157.jpg,2017-06-25T11:00:06,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__10__13_2017_L_0.018326479528_I_0.350933333333.jpg,2017-06-25T11:10:13,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__10__23_2017_L_0.0149139111175_I_0.352349019608.jpg,2017-06-25T11:10:23,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__10__33_2017_L_0.0148170312742_I_0.353858823529.jpg,2017-06-25T11:10:33,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__10__3_2017_L_0.0130950772418_I_0.348282352941.jpg,2017-06-25T11:10:03,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__10__43_2017_L_0.0147526501767_I_0.355137254902.jpg,2017-06-25T11:10:43,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__10__53_2017_L_0.0116179191261_I_0.356109803922.jpg,2017-06-25T11:10:53,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__13_2017_L_0.0137303030967_I_0.357874509804.jpg,2017-06-25T11:11:13,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__24_2017_L_0.0090836373996_I_0.357894117647.jpg,2017-06-25T11:11:24,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__29_2017_L_0.0196063321517_I_0.35622745098.jpg,2017-06-25T11:11:29,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__34_2017_L_0.0196063321517_I_0.35622745098.jpg,2017-06-25T11:11:34,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__39_2017_L_0.0226188119901_I_0.356635294118.jpg,2017-06-25T11:11:39,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__3_2017_L_0.0217617374361_I_0.358247058824.jpg,2017-06-25T11:11:03,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__44_2017_L_0.0226188119901_I_0.356635294118.jpg,2017-06-25T11:11:44,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__49_2017_L_0.0154571159284_I_0.353666666667.jpg,2017-06-25T11:11:49,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__54_2017_L_0.0154571159284_I_0.353666666667.jpg,2017-06-25T11:11:54,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__11__59_2017_L_0.0147922099539_I_0.353392156863.jpg,2017-06-25T11:11:59,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__14_2017_L_0.0218553127187_I_0.352945098039.jpg,2017-06-25T11:12:14,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__19_2017_L_0.0161668202663_I_0.353180392157.jpg,2017-06-25T11:12:19,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__24_2017_L_0.0161668202663_I_0.353180392157.jpg,2017-06-25T11:12:24,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__29_2017_L_0.0137463957621_I_0.350894117647.jpg,2017-06-25T11:12:29,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__34_2017_L_0.0137463957621_I_0.350894117647.jpg,2017-06-25T11:12:34,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__39_2017_L_0.018145048031_I_0.349039215686.jpg,2017-06-25T11:12:39,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__44_2017_L_0.018145048031_I_0.349039215686.jpg,2017-06-25T11:12:44,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__49_2017_L_0.0120216093261_I_0.344803921569.jpg,2017-06-25T11:12:49,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__4_2017_L_0.0147922099539_I_0.353392156863.jpg,2017-06-25T11:12:04,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__54_2017_L_0.0120216093261_I_0.344803921569.jpg,2017-06-25T11:12:54,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__59_2017_L_0.0157491036173_I_0.345615686275.jpg,2017-06-25T11:12:59,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__12__9_2017_L_0.0218553127187_I_0.352945098039.jpg,2017-06-25T11:12:09,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__13__10_2017_L_0.00685592227658_I_0.341482352941.jpg,2017-06-25T11:13:10,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__13__20_2017_L_0.016158913133_I_0.342917647059.jpg,2017-06-25T11:13:20,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__13__30_2017_L_0.0242195847743_I_0.341321568627.jpg,2017-06-25T11:13:30,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__13__40_2017_L_0.0159222092929_I_0.340380392157.jpg,2017-06-25T11:13:40,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__13__50_2017_L_0.00551101623139_I_0.338003921569.jpg,2017-06-25T11:13:50,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__0_2017_L_0.00865556387944_I_0.340254901961.jpg,2017-06-25T11:14:00,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__10_2017_L_0.0156165066135_I_0.346290196078.jpg,2017-06-25T11:14:10,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__20_2017_L_0.0090225902259_I_0.348580392157.jpg,2017-06-25T11:14:20,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__31_2017_L_0.0136589079591_I_0.350270588235.jpg,2017-06-25T11:14:31,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__36_2017_L_0.0136589079591_I_0.350270588235.jpg,2017-06-25T11:14:36,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__41_2017_L_0.0171656199374_I_0.353419607843.jpg,2017-06-25T11:14:41,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__46_2017_L_0.0171656199374_I_0.353419607843.jpg,2017-06-25T11:14:46,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__51_2017_L_0.0124324084744_I_0.35391372549.jpg,2017-06-25T11:14:51,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__14__56_2017_L_0.0124324084744_I_0.35391372549.jpg,2017-06-25T11:14:56,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__11_2017_L_0.0209536453147_I_0.354470588235.jpg,2017-06-25T11:15:11,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__16_2017_L_0.0209536453147_I_0.354470588235.jpg,2017-06-25T11:15:16,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__1_2017_L_0.023162558848_I_0.354019607843.jpg,2017-06-25T11:15:01,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__21_2017_L_0.0110102762578_I_0.352611764706.jpg,2017-06-25T11:15:21,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__26_2017_L_0.0110102762578_I_0.352611764706.jpg,2017-06-25T11:15:26,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__31_2017_L_0.0156543379959_I_0.352968627451.jpg,2017-06-25T11:15:31,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__36_2017_L_0.0156543379959_I_0.352968627451.jpg,2017-06-25T11:15:36,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__41_2017_L_0.00262829800856_I_0.349141176471.jpg,2017-06-25T11:15:41,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__46_2017_L_0.00262829800856_I_0.349141176471.jpg,2017-06-25T11:15:46,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__51_2017_L_0.00336382148121_I_0.348576470588.jpg,2017-06-25T11:15:51,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__56_2017_L_0.00336382148121_I_0.348576470588.jpg,2017-06-25T11:15:56,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__15__6_2017_L_0.023162558848_I_0.354019607843.jpg,2017-06-25T11:15:06,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__12_2017_L_0.00608765772826_I_0.345282352941.jpg,2017-06-25T11:16:12,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__17_2017_L_0.00608765772826_I_0.345282352941.jpg,2017-06-25T11:16:17,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__22_2017_L_0.0149179003425_I_0.344631372549.jpg,2017-06-25T11:16:22,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__27_2017_L_0.0149179003425_I_0.344631372549.jpg,2017-06-25T11:16:27,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__2_2017_L_0.00109774453108_I_0.346521568627.jpg,2017-06-25T11:16:02,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__32_2017_L_0.00798720192898_I_0.33828627451.jpg,2017-06-25T11:16:32,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__37_2017_L_0.00798720192898_I_0.33828627451.jpg,2017-06-25T11:16:37,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__42_2017_L_0.0118393980366_I_0.333549019608.jpg,2017-06-25T11:16:42,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__47_2017_L_0.0118393980366_I_0.333549019608.jpg,2017-06-25T11:16:47,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__52_2017_L_0.0117623368316_I_0.331066666667.jpg,2017-06-25T11:16:52,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__57_2017_L_0.0117623368316_I_0.331066666667.jpg,2017-06-25T11:16:57,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__16__7_2017_L_0.00109774453108_I_0.346521568627.jpg,2017-06-25T11:16:07,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__12_2017_L_0.0128781331029_I_0.317607843137.jpg,2017-06-25T11:17:12,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__17_2017_L_0.0128781331029_I_0.317607843137.jpg,2017-06-25T11:17:17,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__23_2017_L_0.0098458478369_I_0.315450980392.jpg,2017-06-25T11:17:23,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__2_2017_L_0.0142344454246_I_0.324537254902.jpg,2017-06-25T11:17:02,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__33_2017_L_0.00444247001333_I_0.308960784314.jpg,2017-06-25T11:17:33,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__43_2017_L_0.0182922132936_I_0.305498039216.jpg,2017-06-25T11:17:43,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__53_2017_L_0.0124759577897_I_0.301756862745.jpg,2017-06-25T11:17:53,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__17__7_2017_L_0.0142344454246_I_0.324537254902.jpg,2017-06-25T11:17:07,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__18__13_2017_L_0.00395960136446_I_0.293156862745.jpg,2017-06-25T11:18:13,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__18__23_2017_L_0.0220675493686_I_0.294105882353.jpg,2017-06-25T11:18:23,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__18__33_2017_L_0.00485164887729_I_0.286945098039.jpg,2017-06-25T11:18:33,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__18__3_2017_L_0.0098850031506_I_0.298729411765.jpg,2017-06-25T11:18:03,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__18__43_2017_L_0.0143137843517_I_0.287396078431.jpg,2017-06-25T11:18:43,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__18__53_2017_L_0.0160318988038_I_0.285215686275.jpg,2017-06-25T11:18:53,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__14_2017_L_0.0124781667016_I_0.280647058824.jpg,2017-06-25T11:19:14,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__19_2017_L_0.0136148382005_I_0.278243137255.jpg,2017-06-25T11:19:19,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__24_2017_L_0.0136148382005_I_0.278243137255.jpg,2017-06-25T11:19:24,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__29_2017_L_0.00273425325135_I_0.276807843137.jpg,2017-06-25T11:19:29,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__34_2017_L_0.00273425325135_I_0.276807843137.jpg,2017-06-25T11:19:34,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__39_2017_L_0.0104456922021_I_0.280066666667.jpg,2017-06-25T11:19:39,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__3_2017_L_0.0118238331926_I_0.283243137255.jpg,2017-06-25T11:19:03,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__44_2017_L_0.0104456922021_I_0.280066666667.jpg,2017-06-25T11:19:44,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__49_2017_L_0.00566399200378_I_0.28248627451.jpg,2017-06-25T11:19:49,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__54_2017_L_0.00566399200378_I_0.28248627451.jpg,2017-06-25T11:19:54,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__59_2017_L_0.011554158394_I_0.284423529412.jpg,2017-06-25T11:19:59,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__19__9_2017_L_0.0124781667016_I_0.280647058824.jpg,2017-06-25T11:19:09,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__12_2017_L_0.00660519382763_I_0.416784313725.jpg,2017-06-25T11:01:12,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__17_2017_L_0.00660519382763_I_0.416784313725.jpg,2017-06-25T11:01:17,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__22_2017_L_0.00417251345148_I_0.421996078431.jpg,2017-06-25T11:01:22,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__27_2017_L_0.00417251345148_I_0.421996078431.jpg,2017-06-25T11:01:27,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__2_2017_L_0.0103316762172_I_0.413349019608.jpg,2017-06-25T11:01:02,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__32_2017_L_0.012530665475_I_0.430003921569.jpg,2017-06-25T11:01:32,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__37_2017_L_0.012530665475_I_0.430003921569.jpg,2017-06-25T11:01:37,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__42_2017_L_0.00891497752912_I_0.427568627451.jpg,2017-06-25T11:01:42,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__47_2017_L_0.00891497752912_I_0.427568627451.jpg,2017-06-25T11:01:47,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__1__7_2017_L_0.0103316762172_I_0.413349019608.jpg,2017-06-25T11:01:07,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__14_2017_L_0.0114338230325_I_0.290160784314.jpg,2017-06-25T11:20:14,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__19_2017_L_0.013336543735_I_0.293164705882.jpg,2017-06-25T11:20:19,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__24_2017_L_0.013336543735_I_0.293164705882.jpg,2017-06-25T11:20:24,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__29_2017_L_0.0172357254352_I_0.298968627451.jpg,2017-06-25T11:20:29,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__40_2017_L_0.0074201583141_I_0.300717647059.jpg,2017-06-25T11:20:40,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__4_2017_L_0.011554158394_I_0.284423529412.jpg,2017-06-25T11:20:04,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__50_2017_L_0.0154017107269_I_0.303505882353.jpg,2017-06-25T11:20:50,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__20__9_2017_L_0.0114338230325_I_0.290160784314.jpg,2017-06-25T11:20:09,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__21__0_2017_L_0.00060334535745_I_0.30548627451.jpg,2017-06-25T11:21:00,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__21__20_2017_L_0.00541329135793_I_0.306435294118.jpg,2017-06-25T11:21:20,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__21__30_2017_L_0.00646168413241_I_0.306482352941.jpg,2017-06-25T11:21:30,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__21__40_2017_L_0.00423396177852_I_0.304725490196.jpg,2017-06-25T11:21:40,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__21__50_2017_L_0.0118319475515_I_0.303266666667.jpg,2017-06-25T11:21:50,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__0_2017_L_0.015111976631_I_0.302058823529.jpg,2017-06-25T11:22:00,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__11_2017_L_0.011785775425_I_0.2978.jpg,2017-06-25T11:22:11,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__16_2017_L_0.011785775425_I_0.2978.jpg,2017-06-25T11:22:16,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__21_2017_L_0.0214929879623_I_0.296129411765.jpg,2017-06-25T11:22:21,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__26_2017_L_0.0214929879623_I_0.296129411765.jpg,2017-06-25T11:22:26,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__31_2017_L_0.016712605042_I_0.291666666667.jpg,2017-06-25T11:22:31,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__36_2017_L_0.016712605042_I_0.291666666667.jpg,2017-06-25T11:22:36,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__41_2017_L_0.0181160897514_I_0.288552941176.jpg,2017-06-25T11:22:41,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__46_2017_L_0.0181160897514_I_0.288552941176.jpg,2017-06-25T11:22:46,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__51_2017_L_0.00217197594119_I_0.281662745098.jpg,2017-06-25T11:22:51,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__22__56_2017_L_0.00217197594119_I_0.281662745098.jpg,2017-06-25T11:22:56,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__11_2017_L_0.00843599738242_I_0.275662745098.jpg,2017-06-25T11:23:11,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__16_2017_L_0.00843599738242_I_0.275662745098.jpg,2017-06-25T11:23:16,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__1_2017_L_0.00443818245861_I_0.278333333333.jpg,2017-06-25T11:23:01,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__21_2017_L_0.00576696292461_I_0.272682352941.jpg,2017-06-25T11:23:21,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__26_2017_L_0.00576696292461_I_0.272682352941.jpg,2017-06-25T11:23:26,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__31_2017_L_0.00216287795189_I_0.266529411765.jpg,2017-06-25T11:23:31,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__36_2017_L_0.00216287795189_I_0.266529411765.jpg,2017-06-25T11:23:36,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__42_2017_L_0.000533056933442_I_0.264843137255.jpg,2017-06-25T11:23:42,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__47_2017_L_0.000533056933442_I_0.264843137255.jpg,2017-06-25T11:23:47,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__52_2017_L_0.0126286525494_I_0.265192156863.jpg,2017-06-25T11:23:52,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__57_2017_L_0.0126286525494_I_0.265192156863.jpg,2017-06-25T11:23:57,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__23__6_2017_L_0.00443818245861_I_0.278333333333.jpg,2017-06-25T11:23:06,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__12_2017_L_0.0272350326641_I_0.262925490196.jpg,2017-06-25T11:24:12,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__17_2017_L_0.0272350326641_I_0.262925490196.jpg,2017-06-25T11:24:17,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__22_2017_L_0.00958563368319_I_0.258556862745.jpg,2017-06-25T11:24:22,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__27_2017_L_0.00958563368319_I_0.258556862745.jpg,2017-06-25T11:24:27,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__2_2017_L_0.000925677087999_I_0.262658823529.jpg,2017-06-25T11:24:02,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__32_2017_L_0.0078893647066_I_0.255494117647.jpg,2017-06-25T11:24:32,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__37_2017_L_0.0078893647066_I_0.255494117647.jpg,2017-06-25T11:24:37,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__42_2017_L_0.00412539954967_I_0.249054901961.jpg,2017-06-25T11:24:42,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__47_2017_L_0.00412539954967_I_0.249054901961.jpg,2017-06-25T11:24:47,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__52_2017_L_0.00793727929504_I_0.242094117647.jpg,2017-06-25T11:24:52,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__24__7_2017_L_0.000925677087999_I_0.262658823529.jpg,2017-06-25T11:24:07,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__25__12_2017_L_0.0106080565763_I_0.226243137255.jpg,2017-06-25T11:25:12,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__25__7_2017_L_0.013408645224_I_0.23397254902.jpg,2017-06-25T11:25:07,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__26__54_2017_L_0.0050316366856_I_0.181596078431.jpg,2017-06-25T11:26:54,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__27__14_2017_L_0.0272120449553_I_0.18388627451.jpg,2017-06-25T11:27:14,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__27__19_2017_L_0.00375399532359_I_0.182811764706.jpg,2017-06-25T11:27:19,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__27__24_2017_L_0.00375399532359_I_0.182811764706.jpg,2017-06-25T11:27:24,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__27__9_2017_L_0.0272120449553_I_0.18388627451.jpg,2017-06-25T11:27:09,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__2__13_2017_L_0.0154127626545_I_0.4244.jpg,2017-06-25T11:02:13,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__2__23_2017_L_0.00864647904495_I_0.418168627451.jpg,2017-06-25T11:02:23,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__2__2_2017_L_0.010440920341_I_0.427803921569.jpg,2017-06-25T11:02:02,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__2__33_2017_L_0.0185487957625_I_0.410152941176.jpg,2017-06-25T11:02:33,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__2__43_2017_L_0.00826494954651_I_0.39951372549.jpg,2017-06-25T11:02:43,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__2__53_2017_L_0.0149221131221_I_0.394992156863.jpg,2017-06-25T11:02:53,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__2__7_2017_L_0.010440920341_I_0.427803921569.jpg,2017-06-25T11:02:07,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__30__26_2017_L_0.0119887165021_I_0.272478431373.jpg,2017-06-25T11:30:26,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__30__31_2017_L_0.0183167603401_I_0.272117647059.jpg,2017-06-25T11:30:31,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__30__36_2017_L_0.0183167603401_I_0.272117647059.jpg,2017-06-25T11:30:36,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__30__41_2017_L_0.0183761867954_I_0.268890196078.jpg,2017-06-25T11:30:41,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__30__46_2017_L_0.0183761867954_I_0.268890196078.jpg,2017-06-25T11:30:46,2017-06-25,cp_calibration,
solar_Sun_Jun_25_11__30__51_2017_L_0.0206673010586_I_0.263749019608.jpg,2017-06-25T11:30:51,2017-06-25,cp_calibration,
