filename,y_true,pred_mean,pred_std,I,abs_error,lower_mc_90,upper_mc_90,width_mc_90,covered_mc_90,lower_mc_95,upper_mc_95,width_mc_95,covered_mc_95,lower_mc_conf_80,upper_mc_conf_80,width_mc_conf_80,covered_mc_conf_80,lower_mc_conf_90,upper_mc_conf_90,width_mc_conf_90,covered_mc_conf_90,lower_mc_conf_95,upper_mc_conf_95,width_mc_conf_95,covered_mc_conf_95,filename_for_use,image_path,candidate_group,case_id,selected,final_group
solar_Tue_Jun_27_11__10__30_2017_L_0.959005281839_I_0.69717254902.jpg,0.9590053,0.8776333,0.01854086,0.6971725,0.081372,0.8471336,0.908133,0.060999393,0,0.8412932,0.91397333,0.072680116,0,0.8162993301774695,0.9389672698225304,0.1226679396450609,0,0.7818613403094024,0.9734052596905975,0.1915439193811952,1,0.723929066854749,1.0,0.276070933145251,1,solar_Tue_Jun_27_11__10__30_2017_L_0.959005281839_I_0.69717254902.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__10__30_2017_L_0.959005281839_I_0.69717254902.jpg,Heavy success,heavy_017,0,Heavy success
solar_Fri_Jun_23_10__5__48_2017_L_0.956787772303_I_0.31917254902.jpg,0.95678777,0.95829725,0.00925947,0.31917256,0.001509479999999952,0.9430654,0.9735291,0.030463696,1,0.9401487,0.9764458,0.036297083,1,0.9276648653566876,0.9889296346433124,0.0612647692866248,1,0.9104652978896944,1.0,0.0895347021103054,1,0.8815318424349228,1.0,0.1184681575650772,1,solar_Fri_Jun_23_10__5__48_2017_L_0.956787772303_I_0.31917254902.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__5__48_2017_L_0.956787772303_I_0.31917254902.jpg,Heavy success,heavy_018,0,Heavy success
solar_Fri_Jun_23_10__14__8_2017_L_0.955782810728_I_0.214360784314.jpg,0.95578283,0.9462909,0.0143412,0.21436079,0.009491929999999926,0.92269963,0.9698822,0.04718256,1,0.91818213,0.9743997,0.05621755,1,0.8988488385245765,0.9937329614754236,0.094884122950847,1,0.8722109209539665,1.0,0.1277890790460335,1,0.8274000846979851,1.0,0.1725999153020149,1,solar_Fri_Jun_23_10__14__8_2017_L_0.955782810728_I_0.214360784314.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__14__8_2017_L_0.955782810728_I_0.214360784314.jpg,Heavy success,heavy_019,0,Heavy success
solar_Tue_Jun_27_11__10__20_2017_L_0.955689233981_I_0.683850980392.jpg,0.95568925,0.875157,0.0156597,0.683851,0.08053225000000008,0.84939677,0.90091723,0.051520467,0,0.844464,0.90585,0.06138599,0,0.8233535185154184,0.9269604814845817,0.1036069629691631,0,0.7942667371500733,0.9560472628499266,0.1617805256998532,1,0.745336373373662,1.0,0.254663626626338,1,solar_Tue_Jun_27_11__10__20_2017_L_0.955689233981_I_0.683850980392.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__10__20_2017_L_0.955689233981_I_0.683850980392.jpg,Heavy success,heavy_020,0,Heavy success
solar_Tue_Jun_27_11__11__0_2017_L_0.955455921373_I_0.619258823529.jpg,0.9554559,0.88544077,0.01644908,0.6192588,0.07001513000000004,0.85838205,0.9124995,0.05411744,0,0.85320055,0.917681,0.064480424,0,0.8310261260377323,0.9398554139622676,0.1088292879245353,0,0.8004732209694764,0.9704083190305236,0.1699350980610472,1,0.7490765146567911,1.0,0.2509234853432088,1,solar_Tue_Jun_27_11__11__0_2017_L_0.955455921373_I_0.619258823529.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__11__0_2017_L_0.955455921373_I_0.619258823529.jpg,Heavy success,heavy_021,0,Heavy success
solar_Fri_Jun_23_10__14__59_2017_L_0.95421686747_I_0.224588235294.jpg,0.95421684,0.95511127,0.010283253,0.22458823,0.0008944300000000016,0.9381953,0.97202724,0.033831954,1,0.9349561,0.97526646,0.040310383,1,0.9210923493982228,0.9891301906017772,0.0680378412035542,1,0.9019912990928792,1.0,0.0980087009071208,1,0.8698591312805433,1.0,0.1301408687194567,1,solar_Fri_Jun_23_10__14__59_2017_L_0.95421686747_I_0.224588235294.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__14__59_2017_L_0.95421686747_I_0.224588235294.jpg,Heavy success,heavy_022,0,Heavy success
solar_Fri_Jun_23_10__15__9_2017_L_0.95221561415_I_0.228149019608.jpg,0.9522156,0.95310265,0.009136217,0.22814903,0.0008870500000000003,0.9380736,0.9681317,0.030058146,1,0.9351957,0.9710096,0.035813928,1,0.9228779696421552,0.983327330357845,0.0604493607156899,1,0.905907321256916,1.0,0.0940926787430841,1,0.8773589580474801,1.0,0.1226410419525199,1,solar_Fri_Jun_23_10__15__9_2017_L_0.95221561415_I_0.228149019608.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_10__15__9_2017_L_0.95221561415_I_0.228149019608.jpg,Heavy success,heavy_023,0,Heavy success
solar_Tue_Jun_13_14__25__33_2017_L_0.546514573985_I_0.69651372549.jpg,0.5465146,0.5990131,0.041402314,0.6965137,0.052498500000000003,0.53090626,0.6671199,0.13621366,1,0.5178646,0.6801616,0.16229701,1,0.4620565265263164,0.7359696734736835,0.273913146947367,1,0.3851577198242704,0.8128684801757295,0.4277107603514591,1,0.2557970133699621,0.942229186630038,0.6864321732600758,1,solar_Tue_Jun_13_14__25__33_2017_L_0.546514573985_I_0.69651372549.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_13_14__25__33_2017_L_0.546514573985_I_0.69651372549.jpg,High uncertainty,unc_000,0,High uncertainty
solar_Tue_Jun_20_10__6__59_2017_L_0.498184502735_I_0.52057254902.jpg,0.4981845,0.544168,0.036459398,0.52057254,0.04598350000000001,0.48419228,0.6041437,0.1199514,1,0.47270757,0.6156284,0.14292085,1,0.4235619253856166,0.6647740746143833,0.2412121492287666,1,0.3558436480979177,0.7324923519020823,0.3766487038041646,1,0.2419266113388494,0.8464093886611506,0.6044827773223012,1,solar_Tue_Jun_20_10__6__59_2017_L_0.498184502735_I_0.52057254902.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_20_10__6__59_2017_L_0.498184502735_I_0.52057254902.jpg,High uncertainty,unc_001,1,High uncertainty
solar_Sat_Jun_24_16__12__1_2017_L_0.30602117617_I_0.307411764706.jpg,0.30602118,0.41230968,0.035466164,0.30741176,0.10628850000000001,0.35396785,0.4706515,0.11668366,0,0.342796,0.48182335,0.13902736,0,0.2949890893760422,0.5296302706239578,0.2346411812479156,1,0.229115555950535,0.595503804049465,0.36638824809893,1,0.1183017841116235,0.7063175758883764,0.5880157917767528,1,solar_Sat_Jun_24_16__12__1_2017_L_0.30602117617_I_0.307411764706.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sat_Jun_24_16__12__1_2017_L_0.30602117617_I_0.307411764706.jpg,High uncertainty,unc_002,0,High uncertainty
solar_Tue_Jun_27_11__3__21_2017_L_0.611204023813_I_0.628415686275.jpg,0.611204,0.635591,0.03484074,0.6284157,0.024387000000000048,0.57827795,0.692904,0.11462605,1,0.5673031,0.7038788,0.1365757,1,0.5203392275389603,0.7508427724610397,0.2305035449220793,1,0.4556273006284008,0.8155546993715992,0.3599273987431983,1,0.3467676064382852,0.9244143935617148,0.5776467871234297,1,solar_Tue_Jun_27_11__3__21_2017_L_0.611204023813_I_0.628415686275.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__3__21_2017_L_0.611204023813_I_0.628415686275.jpg,High uncertainty,unc_003,1,High uncertainty
solar_Wed_Jun_14_11__55__19_2017_L_0.19343690897_I_0.792070588235.jpg,0.1934369,0.19468684,0.034136105,0.79207057,0.001249940000000005,0.13853295,0.25084072,0.11230777,1,0.12778008,0.2615936,0.13381353,1,0.0817659049967935,0.3076077750032064,0.2258418700064129,1,0.0183627040172185,0.3710109759827814,0.3526482719655628,1,0.0,0.4776691053080064,0.4776691053080064,1,solar_Wed_Jun_14_11__55__19_2017_L_0.19343690897_I_0.792070588235.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_11__55__19_2017_L_0.19343690897_I_0.792070588235.jpg,High uncertainty,unc_004,1,High uncertainty
solar_Wed_Jun_14_12__3__49_2017_L_0.357771535143_I_0.838984313725.jpg,0.35777155,0.25426835,0.03331985,0.8389843,0.10350320000000002,0.1994572,0.3090795,0.1096223,0,0.18896145,0.31957525,0.1306138,0,0.1440474763464903,0.3644892236535096,0.2204417473070192,1,0.0821603142874853,0.4263763857125146,0.3442160714250293,1,0.0,0.530484204126713,0.530484204126713,1,solar_Wed_Jun_14_12__3__49_2017_L_0.357771535143_I_0.838984313725.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_12__3__49_2017_L_0.357771535143_I_0.838984313725.jpg,High uncertainty,unc_005,0,High uncertainty
solar_Wed_Jun_21_17__52__52_2017_L_0.735928758991_I_0.0343490196078.jpg,0.7359288,0.43132535,0.03325105,0.03434902,0.30460345000000005,0.37662736,0.48602334,0.10939598,0,0.3661533,0.4964974,0.1303441,0,0.3213320574588377,0.5413186425411622,0.2199865850823245,0,0.25957267835704,0.60307802164296,0.34350534328592,0,0.1556798189822087,0.7069708810177913,0.5512910620355824,0,solar_Wed_Jun_21_17__52__52_2017_L_0.735928758991_I_0.0343490196078.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_21_17__52__52_2017_L_0.735928758991_I_0.0343490196078.jpg,High uncertainty,unc_006,0,High uncertainty
solar_Thu_Jun_29_12__27__24_2017_L_0.644091131456_I_0.561137254902.jpg,0.6440911,0.7726217,0.032330524,0.56113726,0.12853059999999994,0.71943796,0.8258054,0.10636747,0,0.70925385,0.83598953,0.12673569,0,0.6656733832004761,0.8795700167995238,0.2138966335990477,0,0.6056237066345238,0.939619693365476,0.3339959867309523,1,0.5046069429671415,1.0,0.4953930570328585,1,solar_Thu_Jun_29_12__27__24_2017_L_0.644091131456_I_0.561137254902.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Thu_Jun_29_12__27__24_2017_L_0.644091131456_I_0.561137254902.jpg,High uncertainty,unc_007,0,High uncertainty
solar_Sat_Jun_24_13__22__8_2017_L_0.0444278743145_I_0.830956862745.jpg,0.044427875,0.22125153,0.031896483,0.8309569,0.176823655,0.16878182,0.27372125,0.10493943,0,0.15873443,0.28376865,0.12503423,0,0.1157389622351329,0.3267640977648671,0.2110251355297341,0,0.0564954345431515,0.3860076254568485,0.329512190913697,0,0.0,0.4856682694090279,0.4856682694090279,1,solar_Sat_Jun_24_13__22__8_2017_L_0.0444278743145_I_0.830956862745.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sat_Jun_24_13__22__8_2017_L_0.0444278743145_I_0.830956862745.jpg,High uncertainty,unc_008,0,High uncertainty
solar_Wed_Jun_14_12__5__20_2017_L_0.180202137434_I_0.810941176471.jpg,0.18020214,0.21234685,0.03137666,0.81094116,0.03214470999999999,0.16073224,0.26396146,0.103229225,1,0.1508486,0.2738451,0.12299651,1,0.1085537865456528,0.3161399134543471,0.2075861269086943,1,0.0502757315304788,0.3744179684695211,0.3241422369390422,1,0.0,0.4724544750275008,0.4724544750275008,1,solar_Wed_Jun_14_12__5__20_2017_L_0.180202137434_I_0.810941176471.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_12__5__20_2017_L_0.180202137434_I_0.810941176471.jpg,High uncertainty,unc_009,0,High uncertainty
solar_Tue_Jun_27_7__3__42_2017_L_0.210730948678_I_0.0050431372549.jpg,0.21073096,0.5322725,0.03135426,0.0050431374,0.32154154,0.48069477,0.58385026,0.103155494,0,0.47081816,0.5937269,0.12290871,0,0.428553532721766,0.6359914672782341,0.207437934556468,0,0.3703170814601013,0.6942279185398987,0.3239108370797974,0,0.2723505615661017,0.7921944384338984,0.5198438768677967,0,solar_Tue_Jun_27_7__3__42_2017_L_0.210730948678_I_0.0050431372549.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_7__3__42_2017_L_0.210730948678_I_0.0050431372549.jpg,High uncertainty,unc_010,0,High uncertainty
solar_Fri_Jun_23_16__18__12_2017_L_0.535699650096_I_0.373211764706.jpg,0.53569967,0.3347296,0.031227121,0.37321177,0.20097006999999995,0.283361,0.38609824,0.10273725,0,0.27352446,0.39593476,0.1224103,0,0.231431191370643,0.438028008629357,0.206596817258714,0,0.1734308766990419,0.4960283233009581,0.3225974466019162,0,0.075861590486817,0.593597609513183,0.517736019026366,1,solar_Fri_Jun_23_16__18__12_2017_L_0.535699650096_I_0.373211764706.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Fri_Jun_23_16__18__12_2017_L_0.535699650096_I_0.373211764706.jpg,High uncertainty,unc_011,0,High uncertainty
solar_Tue_Jun_27_11__34__4_2017_L_0.488621552658_I_0.640874509804.jpg,0.48862156,0.33808625,0.030873457,0.6408745,0.15053531000000003,0.2872994,0.3888731,0.101573706,0,0.27757427,0.39859822,0.12102395,0,0.2359577141397888,0.4402147858602111,0.2042570717204223,0,0.1786142633021666,0.4975582366978333,0.3189439733956666,1,0.0821499665332374,0.5940225334667626,0.5118725669335251,1,solar_Tue_Jun_27_11__34__4_2017_L_0.488621552658_I_0.640874509804.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_11__34__4_2017_L_0.488621552658_I_0.640874509804.jpg,High uncertainty,unc_012,0,High uncertainty
solar_Sat_Jun_24_14__2__53_2017_L_0.0354009339084_I_0.77011372549.jpg,0.035400935,0.18793611,0.030769354,0.7701137,0.152535175,0.13732052,0.2385517,0.10123119,0,0.12762818,0.24824405,0.12061587,0,0.0861519328104095,0.2897202871895904,0.2035683543791808,0,0.0290018335599116,0.3468703864400884,0.3178685528801768,1,0.0,0.4430094233125752,0.4430094233125752,1,solar_Sat_Jun_24_14__2__53_2017_L_0.0354009339084_I_0.77011372549.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sat_Jun_24_14__2__53_2017_L_0.0354009339084_I_0.77011372549.jpg,High uncertainty,unc_013,0,High uncertainty
solar_Sat_Jun_24_10__12__10_2017_L_0.0505220457741_I_0.340290196078.jpg,0.050522044,0.1757767,0.030385457,0.3402902,0.12525465600000002,0.12579262,0.22576079,0.099968165,0,0.116221204,0.2353322,0.119111,0,0.0752624022622531,0.2762909977377469,0.2010285954754938,0,0.0188253189117987,0.3327280810882013,0.3139027621764025,1,0.0,0.4276676683918519,0.4276676683918519,1,solar_Sat_Jun_24_10__12__10_2017_L_0.0505220457741_I_0.340290196078.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sat_Jun_24_10__12__10_2017_L_0.0505220457741_I_0.340290196078.jpg,High uncertainty,unc_014,0,High uncertainty
solar_Wed_Jun_14_9__49__34_2017_L_0.233262905616_I_0.24871372549.jpg,0.23326291,0.22765513,0.030207073,0.24871373,0.005607779999999979,0.1779645,0.27734578,0.09938128,1,0.16844927,0.286861,0.118411735,1,0.1277309024533139,0.3275793575466861,0.1998484550933722,1,0.0716251335656278,0.3836851264343722,0.3120599928687443,1,0.0,0.4780673699403707,0.4780673699403707,1,solar_Wed_Jun_14_9__49__34_2017_L_0.233262905616_I_0.24871372549.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_9__49__34_2017_L_0.233262905616_I_0.24871372549.jpg,High uncertainty,unc_015,0,High uncertainty
solar_Tue_Jun_27_12__19__29_2017_L_0.404695089315_I_0.783964705882.jpg,0.4046951,0.1590674,0.030132417,0.7839647,0.24562769999999998,0.10949958,0.20863524,0.09913566,0,0.10000787,0.21812695,0.11811908,0,0.0593901244231308,0.2587446755768691,0.1993545511537383,0,0.003423014902498,0.3147117850975019,0.3112887701950038,0,0.0,0.4088607730505499,0.4088607730505499,1,solar_Tue_Jun_27_12__19__29_2017_L_0.404695089315_I_0.783964705882.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_27_12__19__29_2017_L_0.404695089315_I_0.783964705882.jpg,High uncertainty,unc_016,0,High uncertainty
solar_Tue_Jun_20_10__48__57_2017_L_0.172485918596_I_0.738701960784.jpg,0.17248592,0.24990042,0.03011312,0.73870194,0.07741450000000002,0.20036434,0.2994365,0.09907217,0,0.1908787,0.30892214,0.11804344,0,0.1502869762941333,0.3495138637058667,0.1992268874117333,1,0.0943557072927625,0.4054451327072375,0.3110894254144749,1,0.0002670109760905,0.4995338290239094,0.4992668180478188,1,solar_Tue_Jun_20_10__48__57_2017_L_0.172485918596_I_0.738701960784.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_20_10__48__57_2017_L_0.172485918596_I_0.738701960784.jpg,High uncertainty,unc_017,0,High uncertainty
solar_Wed_Jun_21_12__32__16_2017_L_0.288621491281_I_0.747298039216.jpg,0.2886215,0.1673849,0.02997001,0.74729806,0.12123659999999997,0.11808422,0.21668556,0.09860134,0,0.108643666,0.22612612,0.11748245,0,0.0682448448550059,0.266524955144994,0.198280110289988,0,0.0125793755484888,0.3221904244515111,0.3096110489030222,1,0.0,0.4158319872198716,0.4158319872198716,1,solar_Wed_Jun_21_12__32__16_2017_L_0.288621491281_I_0.747298039216.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_21_12__32__16_2017_L_0.288621491281_I_0.747298039216.jpg,High uncertainty,unc_018,0,High uncertainty
solar_Wed_Jun_14_12__8__37_2017_L_0.207416002843_I_0.750258823529.jpg,0.207416,0.20605046,0.02994861,0.7502588,0.0013655399999999984,0.156785,0.25531593,0.09853093,1,0.14735118,0.26474974,0.11739856,1,0.106981193166114,0.3051197268338859,0.1981385336677719,1,0.0513554703026817,0.3607454496973182,0.3093899793946365,1,0.0,0.4543201502063406,0.4543201502063406,1,solar_Wed_Jun_14_12__8__37_2017_L_0.207416002843_I_0.750258823529.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_12__8__37_2017_L_0.207416002843_I_0.750258823529.jpg,High uncertainty,unc_019,0,High uncertainty
solar_Wed_Jun_14_9__56__53_2017_L_0.157822016872_I_0.618741176471.jpg,0.15782201,0.20757797,0.029918905,0.61874115,0.04975595999999999,0.15836138,0.25679457,0.0984332,0,0.14893691,0.26621902,0.11728211,1,0.108606963296089,0.3065489767039109,0.1979420134078219,1,0.0530364118388172,0.3621195281611827,0.3090831163223655,1,0.0,0.4556014182303156,0.4556014182303156,1,solar_Wed_Jun_14_9__56__53_2017_L_0.157822016872_I_0.618741176471.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_9__56__53_2017_L_0.157822016872_I_0.618741176471.jpg,High uncertainty,unc_020,0,High uncertainty
solar_Sat_Jun_24_11__42__3_2017_L_0.217920947798_I_0.832807843137.jpg,0.21792094,0.17098999,0.02986186,0.83280784,0.04693095,0.12186723,0.22011274,0.09824551,1,0.11246075,0.22951923,0.117058486,1,0.0722076804553021,0.2697722995446979,0.1975646190893957,1,0.0167430792711973,0.3252369007288027,0.3084938214576054,1,0.0,0.4185405591351347,0.4185405591351347,1,solar_Sat_Jun_24_11__42__3_2017_L_0.217920947798_I_0.832807843137.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Sat_Jun_24_11__42__3_2017_L_0.217920947798_I_0.832807843137.jpg,High uncertainty,unc_021,0,High uncertainty
solar_Thu_Jun_15_10__12__38_2017_L_0.166743092973_I_0.205247058824.jpg,0.1667431,0.18625893,0.029857589,0.20524706,0.019515829999999984,0.1371432,0.23537466,0.098231465,1,0.12773806,0.2447798,0.11704174,1,0.0874907483467386,0.2850271116532613,0.1975363633065227,1,0.0320340797354569,0.3404837802645429,0.3084497005290859,1,0.0,0.4337740943386492,0.4337740943386492,1,solar_Thu_Jun_15_10__12__38_2017_L_0.166743092973_I_0.205247058824.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Thu_Jun_15_10__12__38_2017_L_0.166743092973_I_0.205247058824.jpg,High uncertainty,unc_022,0,High uncertainty
solar_Wed_Jun_14_13__12__18_2017_L_0.375904776217_I_0.626305882353.jpg,0.37590477,0.1471775,0.031001866,0.6263059,0.22872727,0.09617943,0.19817558,0.101996146,0,0.086413845,0.20794116,0.121527314,0,0.0446242045023554,0.2497307954976445,0.2051065909952891,0,0.0,0.3073127417095694,0.3073127417095694,0,0.0,0.4041782401541687,0.4041782401541687,1,solar_Wed_Jun_14_13__12__18_2017_L_0.375904776217_I_0.626305882353.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_13__12__18_2017_L_0.375904776217_I_0.626305882353.jpg,High uncertainty,unc_023,0,High uncertainty
solar_Mon_Jun_26_10__13__11_2017_L_0.985439936175_I_0.550525490196.jpg,0.98543996,0.034821525,0.010365892,0.5505255,0.950618435,0.017769633,0.051873416,0.03410378,0,0.014504377,0.055138674,0.040634297,0,0.0005292457420705,0.0691138042579294,0.0685845585158589,0,0.0,0.0883683408394453,0.0883683408394453,0,0.0,0.1207587063269886,0.1207587063269886,0,solar_Mon_Jun_26_10__13__11_2017_L_0.985439936175_I_0.550525490196.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Mon_Jun_26_10__13__11_2017_L_0.985439936175_I_0.550525490196.jpg,Failure case,fail_000,1,Failure case
solar_Wed_Jun_14_15__28__35_2017_L_0.75097086933_I_0.427149019608.jpg,0.75097084,0.13068587,0.02105446,0.42714903,0.62028497,0.096051276,0.16532046,0.06926918,0,0.08941913,0.1719526,0.08253348,0,0.0610372507007766,0.2003344892992233,0.1392972385984467,0,0.0219307253496257,0.2394410146503743,0.2175102893007486,0,0.0,0.3052267916130693,0.3052267916130693,0,solar_Wed_Jun_14_15__28__35_2017_L_0.75097086933_I_0.427149019608.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_15__28__35_2017_L_0.75097086933_I_0.427149019608.jpg,Failure case,fail_001,0,Failure case
solar_Tue_Jun_13_13__48__45_2017_L_0.748821767697_I_0.844568627451.jpg,0.7488218,0.18484645,0.028015817,0.8445686,0.56397535,0.13876043,0.23093246,0.09217203,0,0.12993544,0.23975745,0.109822005,0,0.092170601492819,0.2775222985071809,0.1853516970143619,0,0.040134675216734,0.3295582247832659,0.2894235495665319,0,0.0,0.4170940978711321,0.4170940978711321,0,solar_Tue_Jun_13_13__48__45_2017_L_0.748821767697_I_0.844568627451.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_13_13__48__45_2017_L_0.748821767697_I_0.844568627451.jpg,Failure case,fail_002,0,Failure case
solar_Wed_Jun_21_9__49__0_2017_L_0.734762601597_I_0.444854901961.jpg,0.7347626,0.19480379,0.02223091,0.44485492,0.53995881,0.15823394,0.23137364,0.0731397,0,0.1512312,0.23837638,0.08714518,0,0.1212636329155859,0.268343947084414,0.1470803141688281,0,0.0799720747155036,0.3096355052844964,0.2296634305689928,0,0.0105105919117695,0.3790969880882304,0.3685863961764609,0,solar_Wed_Jun_21_9__49__0_2017_L_0.734762601597_I_0.444854901961.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_21_9__49__0_2017_L_0.734762601597_I_0.444854901961.jpg,Failure case,fail_003,0,Failure case
solar_Tue_Jun_13_14__33__13_2017_L_0.593013318882_I_0.752580392157.jpg,0.59301335,0.08082306,0.017009242,0.7525804,0.5121902899999999,0.052842855,0.10880326,0.055960402,0,0.04748494,0.11416117,0.06667623,0,0.0245554757607737,0.1370906442392263,0.1125351684784525,0,0.0,0.1686839440295045,0.1686839440295045,0,0.0,0.2218308230952418,0.2218308230952418,0,solar_Tue_Jun_13_14__33__13_2017_L_0.593013318882_I_0.752580392157.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_13_14__33__13_2017_L_0.593013318882_I_0.752580392157.jpg,Failure case,fail_004,0,Failure case
solar_Wed_Jun_21_10__14__47_2017_L_0.65417265715_I_0.657360784314.jpg,0.65417266,0.15062499,0.018395832,0.6573608,0.50354767,0.12036385,0.18088613,0.060522288,0,0.11456916,0.18668082,0.072111666,0,0.0897707532234218,0.2114792267765781,0.1217084735531562,0,0.0556021253716026,0.2456478546283973,0.1900457292567946,0,0.0,0.3031270019266359,0.3031270019266359,0,solar_Wed_Jun_21_10__14__47_2017_L_0.65417265715_I_0.657360784314.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_21_10__14__47_2017_L_0.65417265715_I_0.657360784314.jpg,Failure case,fail_005,1,Failure case
solar_Wed_Jun_14_10__20__43_2017_L_0.650796287069_I_0.637517647059.jpg,0.6507963,0.1516783,0.022151146,0.63751763,0.499118,0.11523966,0.18811694,0.07287728,0,0.10826205,0.19509454,0.08683249,0,0.0784019914598487,0.2249546085401512,0.1465526170803025,0,0.0372585797684681,0.2660980202315318,0.2288394404630637,0,0.0,0.3353102880234042,0.3353102880234042,0,solar_Wed_Jun_14_10__20__43_2017_L_0.650796287069_I_0.637517647059.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_14_10__20__43_2017_L_0.650796287069_I_0.637517647059.jpg,Failure case,fail_006,0,Failure case
solar_Tue_Jun_20_11__43__52_2017_L_0.518436999504_I_0.418701960784.jpg,0.518437,0.030366711,0.008675111,0.41870195,0.48807028900000005,0.016096152,0.04463727,0.028541118,0,0.013363492,0.04736993,0.03400644,0,0.0016673070431734,0.0590661149568265,0.0573988079136531,0,0.0,0.0751803463614551,0.0751803463614551,0,0.0,0.1022880278440532,0.1022880278440532,0,solar_Tue_Jun_20_11__43__52_2017_L_0.518436999504_I_0.418701960784.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Tue_Jun_20_11__43__52_2017_L_0.518436999504_I_0.418701960784.jpg,Failure case,fail_007,0,Failure case
solar_Wed_Jun_21_11__15__47_2017_L_0.535394416528_I_0.778066666667.jpg,0.53539443,0.074435584,0.018120691,0.7780667,0.460958846,0.044627048,0.10424412,0.059617072,0,0.038919028,0.10995214,0.071033105,0,0.0144914765087762,0.1343796914912237,0.1198882149824475,0,0.0,0.1680372970955289,0.1680372970955289,0,0.0,0.2246567925761728,0.2246567925761728,0,solar_Wed_Jun_21_11__15__47_2017_L_0.535394416528_I_0.778066666667.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_21_11__15__47_2017_L_0.535394416528_I_0.778066666667.jpg,Failure case,fail_008,0,Failure case
solar_Wed_Jun_21_12__41__7_2017_L_0.609273560653_I_0.752043137255.jpg,0.60927355,0.15447086,0.02240492,0.7520431,0.45480269000000006,0.11761477,0.19132695,0.07371218,0,0.11055721,0.19838451,0.087827295,0,0.0803551013260572,0.2285866186739427,0.1482315173478854,0,0.0387403525390034,0.2702013674609965,0.231461014921993,0,0.0,0.3402065279164787,0.3402065279164787,0,solar_Wed_Jun_21_12__41__7_2017_L_0.609273560653_I_0.752043137255.jpg,E:\PV_RL_Project\data\raw\PanelImages\solar_Wed_Jun_21_12__41__7_2017_L_0.609273560653_I_0.752043137255.jpg,Failure case,fail_009,0,Failure case
